YYYY,MM,DD,hh,mm,ss,nb_mesures,temperature_mean,mean_x,gap_x,mean_y,gap_y,mean_z,gap_z

2023,11,03,21,50,24,100000,295.4831506250029,0.38435477931199447,0.06831045386671056,-0.6880745751320079,0.07513278849851873,10.899943982983995,0.10554944993016951

